Description,Real GDP of England at market prices,Real GDP of England at factor cost ,"Real UK GDP at market prices, geographically-consistent estimate based on post-1922 borders","Real UK GDP at factor cost, geographically-consistent estimate based on post-1922 borders","Index of real UK GDP at factor cost - based on changing political boundaries, ",Composite estimate of English and (geographically-consistent) UK real GDP at factor cost,HP-filter of log of real composite estimate of English and UK real GDP at factor cost,"Real UK gross disposable national income at market prices, constant border estimate",Real consumption,Real investment,Stockbuilding contribution,Real government consumption of goods and services,Export volumes,Import volumes,Nominal GDP of England at market prices,Nominal UK GDP at market prices,Nominal UK GDP at market prices.1,Population (GB+NI),Population (England),Employment,Unemployment rate,Average weekly hours worked,"Capital Services, whole economy",TFP growth,Labour productivity,Labour productivity.1,"Labour share, whole economy excluding rents",GDP deflator at market prices,Export prices,Import prices,Terms of Trade,$ Oil prices,Earnings per head,Consumer price index,Consumer price inflation,Real consumption wages,Wholesale/producer price index,Bank Rate,Bank Rate.1,10 year/medium-term government bond yields,Consols / long-term government bond yields,Mortgage rates,Corporate borrowing rate from banks,Corporate bond yields,Share prices,$/£ exchange rate,Real $/£ exchange rate,Nominal ERI,Real ERI,House price index,Credit ,Secured credit,Bank of England Balance sheet,Bank of England Balance sheet.1,Coin in circulation outside the Bank of England,Notes and coin in circulation,Monetary base,M1,Broad Money ,Public sector Total Managed Expenditure,Public sector Total Managed Expenditure.1,Public Sector Total Receipts,Public Sector Total Receipts.1,Public Sector Net Lending(+)/Borrowing(-),Public Sector Net Lending(+)/Borrowing(-).1,UK Public sector debt,UK Public sector debt.1,UK Public sector debt.2,Central Government Gross Debt,Central Government Gross Debt.1,Trade deficit,Trade deficit.1,Current account ,Current account .1,Current account deficit including estimated non-monetary bullion flows,Current account deficit including estimated non-monetary bullion flows.1
1638,5672,4943,,,,0.3870,3.33,,,,,,65.1,,40.26,,,,5163,,,,,,,,,0.71,,,,,0.190,0.81,3.92,29.31,,,,,,,,,,,,,,,,,,,7.05,,,,,,,,,,,,,,,,,,,,,
1639,5776,5034,,,,0.3941,4.39,,,,,,65.6,,38.57,,,,5207,,,,,,,,,0.66,,,,,0.195,0.73,-9.60,33.32,,,,,,,,,,,,,,,,,,,7.32,,,,,,,,,,,,,,,,,,,,,
1640,5929,5167,,,,0.4046,6.36,,,,,,66.9,,36.62,,,,5209,,,,,,,,,0.61,,,,,0.196,0.69,-6.16,35.65,,,,,,,,,,,,,,,,,,,7.68,,,,,,,,,,,,,,,,,,,,,
1641,5202,4533,,,,0.3549,-7.23,,,,,,60.5,,34.43,,,,5130,,,,,,,,,0.66,,,,,0.201,0.75,9.00,33.61,,,,,,,,,,,,,,,,,,,8.36,,,,,,,,,,,,,,,,,,,,,
1642,5743,5004,,,,0.3918,2.26,,,,,,54.9,,35.78,,,,5193,,,,,,,,,0.62,,,,,0.202,0.71,-5.19,35.65,,,,,,,,,,,,,,,,,,,9.04,,,,,,,,,,,,,,,,,,,,,
1643,6147,5357,,,,0.4194,8.80,,,,,,49.9,,39.79,,,,5269,,,,,,,,,0.64,,,,,0.197,0.73,2.24,34.03,,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,
1644,6158,5367,,,,0.4202,8.88,,,,,,45.6,,40.47,,,,5218,,,,,,,,,0.65,,,,,0.196,0.71,-1.89,34.35,,,,,,,,,,,,,,,,,,,11.01,,,,,,,,,,,,,,,,,,,,,
1645,5360,4671,,,,0.3657,-5.05,,,,,,45.5,,35.30,,,,5247,,,,,,,,,0.65,,,,,0.196,0.72,1.82,33.78,,,,,,,,,,,,,,,,,,,11.73,,,,,,,,,,,,,,,,,,,,,
1646,5393,4699,,,,0.3679,-4.61,,,,,,45.5,,36.49,,,,5231,,,,,,,,,0.67,,,,,0.198,0.76,4.83,32.63,,,,,,,,,,,,,,,,,,,12.37,,,,,,,,,,,,,,,,,,,,,
1647,5448,4748,,,,0.3717,-3.97,,,,,,45.4,,43.44,,,,5316,,,,,,,,,0.79,,,,,0.212,0.89,17.37,29.73,,,,,,,,,,,,,,,,,,,12.30,,,,,,,,,,,,,,,,,,,,,
1648,5512,4803,,,,0.3761,-3.47,,,,,,45.4,,45.72,,,,5309,,,,,,,,,0.82,,,,,0.206,0.98,9.71,26.28,,,,,,,,,,,,,,,,,,,12.23,,,,,,,,,,,,,,,,,,,,,
1649,5422,4725,,,,0.3699,-6.11,,,,,,50.2,,46.19,,,,5315,,,,,,,,,0.85,,,,,0.200,0.96,-2.22,26.13,,,,,,,,,,,,,,,,,,,12.11,,,,,,,,,,,,,,,,,,,,,
1650,5195,4527,,,,0.3545,-11.69,,,,,,55.7,,41.62,,,,5312,,,,,,,,,0.80,,,,,0.212,0.92,-3.38,28.73,,,,,,,,,,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,,
1651,5482,4778,,,,0.3741,-7.88,,,,,,56.8,,42.60,,,,5308,,,,,,,,,0.77,,,,,0.224,0.89,-3.32,31.28,,,,,,,,,,,,,,,,,,,11.86,,,,,,,,,,,,,,,,,,,,,
1652,6270,5464,,,,0.4278,3.90,,,,,,58.0,,45.65,,,,5391,,,,,,,,,0.72,,,,,0.205,0.80,-10.03,31.81,,,,,,,,,,,,,,,,,,,11.91,,,,,,,,,,,,,,,,,,,,,
1653,6994,6095,,,,0.4772,13.36,,,,,,59.2,,50.06,,,,5386,,,,,,,,,0.71,,,,,0.215,0.74,-7.80,36.34,,,,,,,,,,,,,,,,,,,11.96,,,,,,,,,,,,,,,,,,,,,
1654,6839,5960,,,,0.4666,10.07,,,,,,60.5,,45.99,,,,5313,,,,,,,,,0.67,,,,,0.220,0.65,-12.85,42.50,,,,,,,,,,,,,,,,,,,11.90,,,,,,,,,,,,,,,,,,,,,
1655,7236,6305,,,,0.4937,15.13,,,,,,61.7,,48.60,,,,5398,,,,,,,,,0.67,,,,,0.210,0.62,-3.22,42.09,,,,,,,,,,,,,,,,,,,11.84,,,,,,,,,,,,,,,,,,,,,
1656,6689,5830,,,,0.4564,7.20,,,,,,63.0,,47.10,,,,5391,,,,,,,,,0.70,,,,,0.254,0.72,15.63,43.95,,,,,,,,,,,,,,,,,,,11.79,,,,,,,,,,,,,,,,,,,,,
1657,6301,5491,,,,0.4299,1.44,,,,,,64.3,,44.64,,,,5395,,,,,,,,,0.70,,,,,0.210,0.76,5.41,34.46,,,,,,,,,,,,,,,,,,,11.73,,,,,,,,,,,,,,,,,,,,,
1658,6123,5336,,,,0.4178,-1.13,,,,,,65.7,,45.92,,,,5320,,,,,,,,,0.75,,,,,0.232,0.83,8.80,34.92,,,,,,,,,,,,,,,,,,,11.59,,,,,,,,,,,,,,,,,,,,,
1659,5132,4472,,,,0.3501,-18.67,,,,,,67.1,,39.09,,,,5267,,,,,,,,,0.76,,,,,0.217,0.89,6.96,30.59,,,,,,,,,,,,,,,,,,,11.45,,,,,,,,,,,,,,,,,,,,,
1660,5598,4878,,,,0.3819,-10.26,,,,,,68.5,,41.75,,,,5246,,,,,,,,,0.74,,,,,0.221,0.83,-5.83,33.11,,,,,,,,,,,,,,,,,,,11.33,,,,,,,,,,,,,,,,,,,,,
1661,5749,5010,,,,0.3922,-8.37,,,,,,70.0,,45.37,,,,5280,,,,,,,,,0.78,,,,,0.21,0.90,7.34,29.26,1.32,,,,,,,,,,,,,,,,,,11.21,,,,,,,,,,,,,,,,,,,,,
1662,5857,5104,,,,0.3996,-7.68,,,,,,71.5,,46.23,,,,5205,,,,,,,,,0.78,,,,,0.22,0.93,3.67,29.55,1.44,,,,,,,,,,,,,,,,,,11.59,,,,,,,,,,,,,,,,,,,,,
1663,6848,5968,,,,0.4672,6.49,,,,,,73.0,,50.37,,,,5169,,,,,,,,,0.73,,,,,0.24,0.91,-1.77,33.22,1.33,,,,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,,,,,,,
1664,6484,5650,,,,0.4424,-0.53,,,,,,74.6,,47.84,,,,5245,,,,,,,,,0.73,,,,,0.27,0.86,-5.41,39.26,1.30,,,,,,,,,,,,,,,,,,11.70,,,,,,,,,,,,,,,,,,,,,
1665,6686,5827,,,,0.4562,1.08,,,,,,76.3,,48.74,,,,5184,,,,,,,,,0.72,,,,,0.22,0.86,0.00,31.74,1.39,,,,,,,,,,,,,,,,,,11.70,,,,,,,,,,,,,,,,,,,,,
1666,7550,6579,,,,0.5151,11.97,,,,,,77.9,,52.97,,,,5229,,,,,,,,,0.70,,,,,0.24,0.83,-3.81,36.87,1.48,,,,,,,,,,,,,,,,,,11.66,,,,,,,,,,,,,,,,,,,,,
1667,7584,6609,,,,0.5175,11.52,,,,,,79.2,,53.47,,,,5106,,,,,,,,,0.70,,,,,0.23,0.79,-4.95,36.91,1.54,,,,,,,,,,,,,,,,,,11.69,,,,,,,,,,,,,,,,,,,,,
1668,6830,5952,,,,0.4660,0.53,,,,,,74.5,,46.80,,,,5205,,,,,,,,,0.68,,,,,0.23,0.79,0.00,35.98,1.40,,,,,,,,,,,,,,,,,,11.87,,,,,,,,,,,,,,,,,,,,,
1669,7002,6102,,,,0.4777,2.77,,,,,,76.0,,50.88,,,,5200,,,,,,,,,0.72,,,,,0.22,0.76,-4.17,35.68,1.26,,,,,,,,,,,,,,,,,,11.88,,,,,,,,,,,,,,,,,,,,,
1670,6793,5920,,,,0.4635,-0.32,,,,,,75.4,,47.84,,,,5193,,,,,,,,,0.70,,,,,0.23,0.76,1.09,36.95,1.26,,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,
1671,6536,5696,,,,0.4459,-4.18,,,,,,72.6,,45.87,,,,5159,,,,,,,,,0.70,,,,,0.22,0.76,-1.08,36.81,1.33,,,,,,,,,,,,,,,,,,11.71,,,,,,,,,,,,,,,,,,,,,
1672,6466,5635,,,,0.4412,-5.33,,,,,,73.1,,45.95,,,,5141,,,,,,,,,0.71,,,,,0.22,0.73,-3.26,38.03,1.25,,,,,,,,,,,,,,,,,,11.50,,,,,,,,,,,,,,,,,,,,,
1673,6635,5782,,,,0.4527,-2.99,,,,,,76.2,,49.02,,,,5172,,,,,,,,,0.73,,,,,0.23,0.72,-1.12,38.87,1.32,,,,,,,,,,,,,,,,,,11.36,,,,,,,,,,,,,,,,,,,,,
1674,6334,5520,,,,0.4322,-8.04,,,,,,74.0,,48.79,,,,5187,,,,,,,,,0.77,,,,,0.22,0.77,6.82,35.09,1.26,,,,,,,,,,,,,,,,,,10.90,,,,,,,,,,,,,,,,,,,,,
1675,6500,5664,,,,0.4435,-6.06,,,,,,77.3,,49.01,,,,5187,,,,,,,,,0.75,,,,,0.23,0.83,7.45,34.38,1.22,,,,,,,,,,,,,,,,,,10.39,,,,,,,,,,,,,,,,,,,,,
1676,7681,6694,,,,0.5241,9.93,,,,,,90.1,,52.95,,,,5185,,,,,,,,,0.69,,,,,0.23,0.79,-4.95,36.29,1.25,,,,,,,,,,,,,,,,,,10.37,,,,,,,,,,,,,,,,,,,,,
1677,7126,6210,,,,0.4862,1.76,,,,,,87.0,,51.37,,,,5193,,,,,,,,,0.72,,,,,0.22,0.73,-7.29,36.90,1.19,,,,,,,,,,,,,,,,,,10.47,,,,,,,,,,,,,,,,,,,,,
1678,7410,6458,,,,0.5056,5.07,,,,,,90.2,,53.06,,,,5210,,,,,,,,,0.71,,,,,0.22,0.74,1.12,37.32,1.17,,,,,,,,,,,,,,,,,,10.06,,,,,,,,,,,,,,,,,,,,,
1679,6898,6011,,,,0.4706,-2.60,,,,,,85.3,,50.02,,,,5194,,,,,,,,,0.72,,,,,0.21,0.78,5.56,33.58,1.18,,,,,,,,,,,,,,,,,,10.28,,,,,,,,,,,,,,,,,,,,,
1680,7718,6726,,,,0.5266,8.21,,,,,,94.5,,54.46,,,,5167,,,,,,,,,0.70,,,,,0.22,0.76,-2.11,36.07,1.13,,,,,,,,,,,,,,,,,,10.46,,,,,,,,,,,,,,,,,,,,,
1681,6924,6034,,,,0.4724,-2.99,,,,,,87.5,,51.24,,,,5109,,,,,,,,,0.74,,,,,0.23,0.74,-3.23,38.76,1.08,,,,,,,,,,,,,,,,,,10.27,,,,,,,,,,,,,,,,,,,,,
1682,7214,6287,,,,0.4922,0.75,,,,,,90.6,,53.02,,,,4962,,,,,,,,,0.73,,,,,0.22,0.74,0.00,37.22,1.10,,,,,,,,,,,,,,,,,,9.92,,,,,,,,,,,,,,,,,,,,,
1683,7779,6779,,,,0.5308,7.86,,,,,,97.4,,55.97,,,,4951,,,,,,,,,0.71,,,,,0.22,0.72,-2.22,38.55,1.15,,,,,,,,,,,,,,,,,,9.93,,,,,,,,,,,,,,,,,,,,,
1684,6506,5670,,,,0.4439,-10.56,,,,,,83.9,,47.69,,,,4944,,,,,,,,,0.73,,,,,0.22,0.73,1.14,38.03,1.14,,,,,,,,,,,,,,,,,,9.69,,,,,,,,,,,,,,,,,,,,,
1685,7154,6234,,,,0.4881,-1.90,,,,,,93.0,,54.11,,,,5012,,,,,,,,,0.75,,,,,0.22,0.75,2.25,37.43,1.03,,,,,,,,,,,,,,,,,,9.76,,,,,,,,,,,,,,,,,,,,,
1686,6640,5786,,,,0.4530,-10.47,,,,,,89.3,,47.07,,,,5036,,,,,,,,,0.70,,,,,0.24,0.76,1.10,40.13,0.95,,,,,,,,,,,,,,,,,,9.86,,,,,,,,,,,,,,,,,,,,,
1687,7304,6365,,,,0.4983,-2.37,,,,,,94.7,,50.19,,,,4979,,,,,,,,,0.68,,,,,0.21,0.67,-11.96,39.54,0.98,,,,,,,,,,,,,,,,,,9.94,,,,,,,,,,,,,,,,,,,,,
1688,7804,6801,,,,0.5324,2.60,,,,,,103,,52.80,,,,4946,,,,,,,,,0.67,,,,,0.22,0.67,0.00,40.98,0.96,,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,,,
1689,7617,6638,,,,0.5197,-1.58,,,,,,103,,52.97,,,,5043,,,,,,,,,0.69,,,,,0.24,0.66,-1.23,45.41,1.06,,,,,,,,,,,,,,,,,,10.38,,,,,,,,,-1.0,,,,,,,,,,,,
1690,8132,7086,,,,0.5548,3.17,,,,,,109,,55.22,,,,5039,,,,,,,,,0.67,,,,,0.23,0.67,2.50,41.79,1.22,,,,,,,,,,,,,,,,,,10.59,,,,,,,,,-1.0,,,,,,,,,,,,
1691,8270,7207,,,,0.5642,3.16,,,,,,111,,56.02,,,,5094,,,,,,,,,0.67,,,,,0.22,0.68,1.22,40.70,1.33,,,,,,,,,,,,,,,,,,10.81,,,,,,,,,-0.8,,3.2,,,,,,,,,,
1692,8945,7795,,,,0.6103,9.46,,,,,,119,,65.69,,,,5098,,,,,,,,,0.73,,,,,0.22,0.67,-1.20,41.59,1.19,,,,,,,,,,,,,,,,,,11.08,,,,,,,,,-0.6,,4.0,,,,,,,,,,
1693,7610,6632,,,,0.5192,-8.05,,,,,,104,,59.58,,,,5121,,,,,,,,,0.78,,,,,0.22,0.71,4.88,38.44,1.22,,,,,,,,,,,,,,,,,,11.30,,,,,,,,,-1.7,,5.8,,,,,,,,,,
1694,9039,7878,,,,0.6168,7.95,,,,,,119,,70.31,,,,5110,,,,,,,,,0.77,,,,,0.23,0.78,10.47,36.71,1.21,6.00,,,,,,,,,,,,,,,,,11.51,,,,,,,,,-1.7,,10.7,,,,,,,,,,
1695,8648,7536,,,,0.5900,2.47,,,,,,116,,66.10,,,,5110,,,,,,,,,0.76,,,,,0.22,0.78,0.00,34.89,1.26,3.00,3.63,,,,,,,,,,,,,,,,12.33,,,,,,,,,-2.4,,13.2,,,,,,,,,,
1696,8281,7217,,,,0.5650,-2.80,,,,,,112,,67.69,,,,5118,,,,,,,,,0.81,,,,,0.23,0.82,4.40,34.62,1.39,3.00,3.00,,,,,,,,,,,,,,,,10.13,,,,,,,,,-3.5,,16.9,,,,,,,,,,
1697,8222,7165,,,,0.5610,-4.41,,,,,,112,129,68.93,,,,5150,,,,,,,,,0.83,,,,,0.21,0.82,0.83,32.35,1.35,3.00,3.00,,,,,,,,,,,,,,,,8.88,,,,,,,,,-3.4,,20.9,,,,,,,,,,
1698,8462,7374,,,,0.5773,-2.46,,,,,,171,178,73.44,,,,5177,,,,,,,,,0.86,,,,,0.22,0.86,4.92,31.54,1.25,3.00,3.00,,,,,,,,,,,,,,,,9.93,,,,,,,,,0.5,,20.7,,,,,,,,,,
1699,8158,7109,,,,0.5566,-7.06,,,,,,172,217,67.00,,,,5190,,,,,,,,,0.82,,,,,0.22,0.89,3.12,30.77,1.26,4.50,3.75,,,,,,,,,,,,,,,,10.31,,,,,,,,,0.6,,18.9,,,,,,,,,,
1700,8861,7554,10365,9037,5.1862,0.5914,-1.93,,,,,,192,225,68.84,81.80,79.37,6576,5196,,,,,,,,,0.79,,,,,0.22,0.77,-12.88,35.44,1.23,4.50,4.50,,,,,,0.84,,,,,,,,,,10.61,,,,,,,,,0.9,1.2,17.8,19.7,22.4,,,,,,,,
1701,9656,8230,11295,9848,5.6515,0.6445,5.80,,,,,,206,224,71.37,84.82,82.29,6613,5211,,,,,,,,,0.75,,,,,0.22,0.67,-13.04,41.31,1.24,4.50,4.50,,,,,,0.76,,,,,,,,5.47,5.46,11.57,,,,,,,,,0.2,0.3,17.7,19.0,21.5,,,,,,,,
1702,9407,8016,11004,9594,5.5057,0.6279,2.52,,,,,,141,158,69.39,82.48,80.03,6657,5131,,,,,,,,,0.75,,,,,0.23,0.67,-1.00,43.11,1.29,4.50,4.50,,,,,,0.81,,,,,,,,5.32,5.24,11.41,,,,,,,,,0.0,-0.1,17.7,19.5,22.1,,,,,,,,
1703,8804,7501,10298,8979,5.1529,0.5876,-4.52,,,,,,182,172,64.33,76.49,74.21,6710,5259,,,,,,,,,0.74,,,,,0.23,0.63,-5.05,45.33,1.29,4.50,4.50,,6.00,,,,0.94,,,,,,,,5.69,5.64,11.27,,,,,,,,,0.2,0.2,17.8,21.2,24.0,,,,,,,,
1704,10481,8928,12260,10689,6.1345,0.6996,12.77,,,,,,182,206,77.96,92.71,89.95,6740,5258,,,,,,,,,0.76,,,,,0.23,0.66,4.26,42.90,1.26,4.50,4.50,,6.00,,,,0.94,,,,,,,,5.36,5.29,11.19,,,,,,,,,-0.2,-0.3,18.8,18.5,20.9,,,,,,,,
1705,9948,8471,11637,10146,5.8224,0.6640,7.74,,,,,,183,180,72.59,86.34,83.77,6754,5244,,,,,,,,,0.74,,,,,0.23,0.60,-9.18,47.09,1.26,4.50,4.50,,6.00,,,,0.81,,,,,,,,4.88,4.77,10.96,,,,,,,,,-0.8,-0.9,19.4,20.5,23.1,,,,,,,,
1706,8424,7172,9854,8592,4.9307,0.5623,-8.41,,,,,,184,157,59.70,71.02,68.91,6774,5334,,,,,,,,,0.72,,,,,0.23,0.68,13.48,41.99,1.21,4.50,4.50,,6.00,,,,0.74,,,,,,,,4.81,4.70,10.88,,,,,,,,,-1.9,-2.7,22.8,29.1,33.1,,,,,,,,
1707,9464,8056,11071,9653,5.5396,0.6317,3.85,,,,,,190,165,66.07,78.62,76.29,6804,5324,,,,,,,,,0.71,,,,,0.23,0.59,-12.87,48.17,1.18,4.50,4.50,,6.00,,,,0.80,,,,,,,,5.27,5.21,10.67,,,,,,,,,-3.1,-4.1,25.2,29.0,33.0,,,,,,,,
1708,10074,8573,11784,10275,5.8964,0.6724,10.82,,,,,,194,181,72.65,86.47,83.90,6834,5315,,,,,,,,,0.73,,,,,0.23,0.62,4.55,47.08,1.20,4.50,4.50,,6.00,,,,0.89,,,,,,,,5.19,5.04,10.53,,,,,,,,,-2.9,-3.4,28.0,29.3,33.3,,,,,,,,
1709,8728,7426,10209,8901,5.1083,0.5826,-2.80,,,,,,195,174,68.67,81.75,79.32,6857,5310,,,,,,,,,0.80,,,,,0.21,0.72,16.30,37.09,1.24,4.50,4.50,,6.00,,,,0.88,,,,,,,,7.10,6.77,10.57,,,,,,,,,-4.1,-5.2,30.9,34.1,38.9,,,,,,,,
1710,7935,6750,9282,8093,4.6442,0.5296,-11.78,,,,,,193,155,64.37,76.65,74.37,6883,5390,,,,,,,,,0.83,,,,,0.22,0.82,14.02,32.94,1.31,4.50,4.50,,8.30,,,,0.81,,,,,,,,7.59,7.36,10.53,,,,,,,,,-5.9,-7.9,31.7,37.2,42.7,,,,,,,,
1711,8652,7358,10120,8824,5.0637,0.5775,-2.95,,,,,,197,181,65.13,77.57,75.27,6884,5382,,,,,,,,,0.77,,,,,0.22,0.91,10.66,30.87,1.35,4.50,4.50,,8.70,,,,0.73,,,,,,,,9.14,8.92,10.65,,,,,,,,,-8.0,-10.6,35.4,40.9,47.0,,,,,,,,
1712,8644,7349,10111,8815,5.0591,0.5769,-3.26,,,,,,211,201,63.52,75.66,73.41,6880,5314,,,,,,,,,0.75,,,,,0.23,0.68,-25.19,41.45,1.21,4.50,4.50,,8.70,,,,0.76,,,,,,,,10.69,10.33,10.53,,,,,,,,,-1.7,-2.4,45.9,54.2,62.5,,,,,,,,
1713,8272,7032,9677,8437,4.8419,0.5522,-8.30,,,,,,227,224,62.41,74.36,72.15,6894,5310,,,,,,,,,0.77,,,,,0.23,0.65,-3.96,43.29,1.19,4.50,4.50,,5.90,,,,0.86,,,,,,,,9.57,9.30,10.85,,,,,,,,,-0.6,-0.9,49.3,59.2,68.4,,,,,,,,
1714,9100,7734,10645,9281,5.3261,0.6074,0.16,,,,,,264,229,69.46,82.79,80.32,6921,5394,,,,,,,,,0.78,,,,,0.23,0.69,6.19,41.83,1.13,4.50,4.50,,6.50,,,,0.88,,,,,,,,12.03,11.68,11.92,,,,,,,,,-0.8,-1.0,50.4,54.5,62.8,,,,,,,,
1715,8844,7515,10346,9020,5.1767,0.5904,-4.08,,,,,,228,218,64.72,77.15,74.85,6931,5398,,,,,,,,,0.75,,,,,0.24,0.70,0.97,42.31,1.07,4.50,4.50,,5.00,,,,0.94,,,,,,,,8.92,8.59,13.43,,,,,,,,,-0.9,-1.2,53.9,62.3,72.1,,,,,,,,
1716,9179,7798,10737,9362,5.3725,0.6127,-2.00,,,,,,232,224,67.42,80.39,77.99,6974,5428,,,,,,,,,0.75,,,,,0.23,0.67,-4.81,43.87,1.10,4.00,4.29,,5.00,,,,1.00,,,,,,,,11.81,11.30,14.07,,,,,,,,,-1.0,-1.2,54.9,61.0,70.4,,,,,,,,
1717,9697,8236,11343,9889,5.6754,0.6472,1.75,,,,,,264,245,72.18,86.08,83.52,7022,5437,,,,,,,,,0.76,,,,,0.24,0.64,-4.04,46.61,1.11,4.00,4.00,,4.50,,,,1.12,,,,,,,,11.11,10.48,13.99,,,,,,,,,0.4,0.5,56.9,59.3,68.2,,,,,,,,
1718,10244,8699,11983,10448,5.9959,0.6838,5.57,,,,,,210,257,75.86,90.49,87.80,7070,5491,,,,,,,,,0.76,,,,,0.24,0.63,-2.11,47.38,1.13,4.00,4.00,,4.50,,,,1.20,,,,,,,,9.84,9.46,14.15,,,,,,,,,-0.2,-0.3,56.8,56.3,64.7,,,,,,,,
1719,10064,8544,11772,10264,5.8903,0.6717,2.30,,,,,,225,207,73.10,87.22,84.62,7118,5530,,,,,,,,,0.74,,,,,0.23,0.65,4.30,44.08,1.14,5.00,4.67,,4.00,,,,1.19,,,,,,,,9.48,9.10,14.56,,,,,,,,,0.0,0.0,58.2,59.8,68.8,,,,,,,,
1720,10706,9087,12523,10918,6.2660,0.7146,7.27,,,,,,228,235,80.44,96.00,93.15,7099,5510,,,,,,,,,0.77,,,,,0.24,0.69,5.15,43.25,1.13,5.00,5.00,,4.00,,,,2.42,,,,,,,,11.90,11.28,15.34,,,,,,,,,0.3,0.3,59.2,55.4,63.5,,,,,,,,
1721,10288,8730,12034,10493,6.0215,0.6867,2.39,,,,,,237,228,74.02,88.36,85.73,7095,5503,,,,,,,,,0.73,,,,,0.23,0.67,-1.96,43.03,1.10,5.00,5.00,,5.00,,,,1.03,,,,,,,,9.76,9.49,15.37,,,,,,,,,-0.1,-0.2,58.0,58.6,67.6,,,,,,,,
1722,10398,8821,12163,10604,6.0857,0.6940,2.86,,,,,,272,246,73.25,87.45,84.85,7105,5506,,,,,,,,,0.72,,,,,0.22,0.62,-8.00,44.95,1.13,5.00,5.00,,3.00,,,,0.83,,,,,,,,12.35,12.07,15.65,,,,,,,,,-0.5,-0.6,57.7,58.9,68.0,,,,,,,,
1723,10148,8608,11871,10350,5.9395,0.6774,0.11,,,,,,244,251,73.10,87.29,84.70,7133,5523,,,,,,,,,0.74,,,,,0.24,0.60,-3.26,50.48,1.07,5.00,5.00,,3.00,,,,0.86,,,,,,,,15.32,15.14,15.85,,,,,,,,,0.3,0.4,58.4,59.6,68.9,,,,,,,,
1724,10047,8520,11752,10246,5.8802,0.6706,-1.01,,,,,,251,285,72.34,86.41,83.84,7160,5540,,,,,,,,,0.74,,,,,0.23,0.63,5.62,45.23,1.08,5.00,5.00,,3.00,,,,0.93,,,,,,,,18.18,18.06,15.96,,,,,,,,,0.4,0.4,58.2,59.9,69.4,,,,,,,,
1725,10309,8740,12059,10514,6.0336,0.6881,1.59,,,,,,280,274,75.65,90.38,87.69,7189,5558,,,,,,,,,0.75,,,,,0.22,0.65,3.19,42.52,1.08,5.00,5.00,,3.00,,,,1.10,,,,,,,,17.10,17.00,15.93,,,,,,,,,0.3,0.4,57.4,56.6,65.5,,,,,,,,
1726,9990,8468,11686,10189,5.8474,0.6668,-1.46,,,,,,254,258,74.96,89.58,86.91,7246,5602,,,,,,,,,0.77,,,,,0.23,0.69,5.15,41.83,1.14,5.00,5.00,,3.00,,,,1.02,,,,,,,,16.62,16.44,16.25,,,,,,,,,0.0,0.0,57.4,57.1,66.0,,,,,,,,
1727,9930,8415,11616,10127,5.8119,0.6628,-1.99,,,,,,240,262,73.45,87.79,85.18,7285,5628,,,,,,,,,0.76,,,,,0.23,0.65,-5.88,44.12,1.20,5.00,5.00,,3.57,,,,1.07,,,,,,,,19.11,18.90,16.08,,,,,,,,,0.2,0.3,57.1,58.1,67.1,57.2,74.1,,,,,,
1728,10233,8670,11970,10436,5.9893,0.6830,1.04,,,,,,287,292,80.00,95.64,92.80,7218,5578,,,,,,,,,0.80,,,,,0.23,0.67,3.13,42.87,1.18,5.00,5.00,,3.41,,,,1.11,,,,,,,,19.33,19.08,16.14,,,,,,,,,0.3,0.3,56.7,53.1,61.1,56.8,73.9,,,,,,
1729,9664,8186,11305,9856,5.6564,0.6451,-4.77,,,,,,272,291,73.92,88.39,85.76,7109,5478,,,,,,,,,0.78,,,,,0.23,0.70,5.05,41.25,1.18,5.00,5.00,,3.24,,,,1.09,,,,,,,,17.15,17.00,16.00,,,,,,,,,0.6,0.7,56.3,56.7,65.6,56.4,73.7,,,,,,
1730,9885,8372,11564,10082,5.7859,0.6598,-2.75,,,,,,282,300,70.75,84.62,82.10,7028,5421,,,,,,,,,0.73,,,,,0.25,0.64,-8.65,48.16,1.21,5.00,5.00,,3.30,,,,1.14,,,,,,,,18.84,18.55,15.86,,,,,,,,,0.7,0.9,55.7,58.4,67.8,55.6,72.6,,,,,,
1731,9728,8237,11380,9922,5.6940,0.6493,-4.75,,,,,,259,270,68.96,82.49,80.04,7022,5414,,,,,,,,,0.72,,,,,0.25,0.59,-7.37,52.04,1.18,5.00,5.00,,3.12,,,,1.17,,,,,,,,19.79,19.64,15.75,,,,,,,,,0.8,0.9,55.6,59.7,69.4,55.9,76.0,,,,,,
1732,10375,8782,12136,10581,6.0723,0.6925,1.15,,,,,,292,274,70.98,84.94,82.41,7050,5395,,,,,,,,,0.70,,,,,0.25,0.60,1.14,51.20,1.11,5.00,5.00,,3.03,,,,1.18,,,,,,,,20.81,20.71,15.75,,,,,,,,,0.9,1.0,54.4,56.9,66.0,54.4,75.5,,,,,,
